office,candidate,party,county,votes,district
Appeals Court Judge,Totals,"2,796,558",Haralson,8880,Andrews
Appeals Court Judge,Totals,Total,Haralson,0,Andrews
Appeals Court Judge,Andrews,NP,Harris,11539,Andrews
Appeals Court Judge,Totals,"2,796,558",Harris,11539,Andrews
Appeals Court Judge,Totals,Total,Harris,0,Andrews
Appeals Court Judge,Andrews,NP,Hart,7037,Andrews
Appeals Court Judge,Totals,"2,796,558",Hart,7037,Andrews
Appeals Court Judge,Totals,Total,Hart,0,Andrews
Appeals Court Judge,Andrews,NP,Heard,3111,Andrews
Appeals Court Judge,Totals,"2,796,558",Heard,3111,Andrews
Appeals Court Judge,Totals,Total,Heard,0,Andrews
Appeals Court Judge,Andrews,NP,Henry,62213,Andrews
Appeals Court Judge,Totals,"2,796,558",Henry,62213,Andrews
Appeals Court Judge,Totals,Total,Henry,0,Andrews
Appeals Court Judge,Andrews,NP,Houston,40727,Andrews
Appeals Court Judge,Totals,"2,796,558",Houston,40727,Andrews
Appeals Court Judge,Totals,Total,Houston,0,Andrews
Appeals Court Judge,Andrews,NP,Irwin,2677,Andrews
Appeals Court Judge,Totals,"2,796,558",Irwin,2677,Andrews
Appeals Court Judge,Totals,Total,Irwin,0,Andrews
Appeals Court Judge,Andrews,NP,Jackson,18592,Andrews
Appeals Court Judge,Totals,"2,796,558",Jackson,18592,Andrews
Appeals Court Judge,Totals,Total,Jackson,0,Andrews
Appeals Court Judge,Andrews,NP,Jasper,4236,Andrews
Appeals Court Judge,Totals,"2,796,558",Jasper,4236,Andrews
Appeals Court Judge,Totals,Total,Jasper,0,Andrews
Appeals Court Judge,Andrews,NP,Jeff davis,3340,Andrews
Appeals Court Judge,Totals,"2,796,558",Jeff davis,3340,Andrews
Appeals Court Judge,Totals,Total,Jeff davis,0,Andrews
Appeals Court Judge,Andrews,NP,Jefferson,4449,Andrews
Appeals Court Judge,Totals,"2,796,558",Jefferson,4449,Andrews
Appeals Court Judge,Totals,Total,Jefferson,0,Andrews
Appeals Court Judge,Andrews,NP,Jenkins,2349,Andrews
Appeals Court Judge,Totals,"2,796,558",Jenkins,2349,Andrews
Appeals Court Judge,Totals,Total,Jenkins,0,Andrews
Appeals Court Judge,Andrews,NP,Johnson,2422,Andrews
Appeals Court Judge,Totals,"2,796,558",Johnson,2422,Andrews
Appeals Court Judge,Totals,Total,Johnson,0,Andrews
Appeals Court Judge,Andrews,NP,Jones,9215,Andrews
Appeals Court Judge,Totals,"2,796,558",Jones,9215,Andrews
Appeals Court Judge,Totals,Total,Jones,0,Andrews
Appeals Court Judge,Andrews,NP,Lamar,5576,Andrews
Appeals Court Judge,Totals,"2,796,558",Lamar,5576,Andrews
Appeals Court Judge,Totals,Total,Lamar,0,Andrews
Appeals Court Judge,Andrews,NP,Lanier,1982,Andrews
Appeals Court Judge,Totals,"2,796,558",Lanier,1982,Andrews
Appeals Court Judge,Totals,Total,Lanier,0,Andrews
Appeals Court Judge,Andrews,NP,Laurens,13950,Andrews
Appeals Court Judge,Totals,"2,796,558",Laurens,13950,Andrews
Appeals Court Judge,Totals,Total,Laurens,0,Andrews
Appeals Court Judge,Andrews,NP,Lee,10352,Andrews
Appeals Court Judge,Totals,"2,796,558",Lee,10352,Andrews
Appeals Court Judge,Totals,Total,Lee,0,Andrews
Appeals Court Judge,Andrews,NP,Liberty,11317,Andrews
Appeals Court Judge,Totals,"2,796,558",Liberty,11317,Andrews
Appeals Court Judge,Totals,Total,Liberty,0,Andrews
Appeals Court Judge,Andrews,NP,Lincoln,2973,Andrews
Appeals Court Judge,Totals,"2,796,558",Lincoln,2973,Andrews
Appeals Court Judge,Totals,Total,Lincoln,0,Andrews
Appeals Court Judge,Andrews,NP,Long,2216,Andrews
Appeals Court Judge,Totals,"2,796,558",Long,2216,Andrews
Appeals Court Judge,Totals,Total,Long,0,Andrews
Appeals Court Judge,Andrews,NP,Lowndes,27969,Andrews
Appeals Court Judge,Totals,"2,796,558",Lowndes,27969,Andrews
Appeals Court Judge,Totals,Total,Lowndes,0,Andrews
Appeals Court Judge,Andrews,NP,Lumpkin,8422,Andrews
Appeals Court Judge,Totals,"2,796,558",Lumpkin,8422,Andrews
Appeals Court Judge,Totals,Total,Lumpkin,0,Andrews
Appeals Court Judge,Andrews,NP,Macon,3047,Andrews
Appeals Court Judge,Totals,"2,796,558",Macon,3047,Andrews
Appeals Court Judge,Totals,Total,Macon,0,Andrews
Appeals Court Judge,Andrews,NP,Madison,8052,Andrews
Appeals Court Judge,Totals,"2,796,558",Madison,8052,Andrews
Appeals Court Judge,Totals,Total,Madison,0,Andrews
Appeals Court Judge,Andrews,NP,Marion,2158,Andrews
Appeals Court Judge,Totals,"2,796,558",Marion,2158,Andrews
Appeals Court Judge,Totals,Total,Marion,0,Andrews
Appeals Court Judge,Andrews,NP,Mcduffie,6892,Andrews
Appeals Court Judge,Totals,"2,796,558",Mcduffie,6892,Andrews
Appeals Court Judge,Totals,Total,Mcduffie,0,Andrews
Appeals Court Judge,Andrews,NP,Mcintosh,4206,Andrews
Appeals Court Judge,Totals,"2,796,558",Mcintosh,4206,Andrews
Appeals Court Judge,Totals,Total,Mcintosh,0,Andrews
Appeals Court Judge,Andrews,NP,Meriwether,6634,Andrews
Appeals Court Judge,Totals,"2,796,558",Meriwether,6634,Andrews
Appeals Court Judge,Totals,Total,Meriwether,0,Andrews
Appeals Court Judge,Andrews,NP,Miller,1717,Andrews
Appeals Court Judge,Totals,"2,796,558",Miller,1717,Andrews
Appeals Court Judge,Totals,Total,Miller,0,Andrews
Appeals Court Judge,Andrews,NP,Mitchell,6436,Andrews
Appeals Court Judge,Totals,"2,796,558",Mitchell,6436,Andrews
Appeals Court Judge,Totals,Total,Mitchell,0,Andrews
Appeals Court Judge,Andrews,NP,Monroe,8941,Andrews
Appeals Court Judge,Totals,"2,796,558",Monroe,8941,Andrews
Appeals Court Judge,Totals,Total,Monroe,0,Andrews
Appeals Court Judge,Andrews,NP,Montgomery,2352,Andrews
Appeals Court Judge,Totals,"2,796,558",Montgomery,2352,Andrews
Appeals Court Judge,Totals,Total,Montgomery,0,Andrews
Appeals Court Judge,Andrews,NP,Morgan,6647,Andrews
Appeals Court Judge,Totals,"2,796,558",Morgan,6647,Andrews
Appeals Court Judge,Totals,Total,Morgan,0,Andrews
Appeals Court Judge,Andrews,NP,Murray,8025,Andrews
Appeals Court Judge,Totals,"2,796,558",Murray,8025,Andrews
Appeals Court Judge,Totals,Total,Murray,0,Andrews
Appeals Court Judge,Andrews,NP,Muscogee,53319,Andrews
Appeals Court Judge,Totals,"2,796,558",Muscogee,53319,Andrews
Appeals Court Judge,Totals,Total,Muscogee,0,Andrews
Appeals Court Judge,Andrews,NP,Newton,29608,Andrews
Appeals Court Judge,Totals,"2,796,558",Newton,29608,Andrews
Appeals Court Judge,Totals,Total,Newton,0,Andrews
Appeals Court Judge,Andrews,NP,Oconee,12503,Andrews
Appeals Court Judge,Totals,"2,796,558",Oconee,12503,Andrews
Appeals Court Judge,Totals,Total,Oconee,0,Andrews
Appeals Court Judge,Andrews,NP,Oglethorpe,4688,Andrews
Appeals Court Judge,Totals,"2,796,558",Oglethorpe,4688,Andrews
Appeals Court Judge,Totals,Total,Oglethorpe,0,Andrews
Appeals Court Judge,Andrews,NP,Paulding,43682,Andrews
Appeals Court Judge,Totals,"2,796,558",Paulding,43682,Andrews
Appeals Court Judge,Totals,Total,Paulding,0,Andrews
Appeals Court Judge,Andrews,NP,Peach,7920,Andrews
Appeals Court Judge,Totals,"2,796,558",Peach,7920,Andrews
Appeals Court Judge,Totals,Total,Peach,0,Andrews
Appeals Court Judge,Andrews,NP,Pickens,9809,Andrews
Appeals Court Judge,Totals,"2,796,558",Pickens,9809,Andrews
Appeals Court Judge,Totals,Total,Pickens,0,Andrews
Appeals Court Judge,Andrews,NP,Pierce,5120,Andrews
Appeals Court Judge,Totals,"2,796,558",Pierce,5120,Andrews
Appeals Court Judge,Totals,Total,Pierce,0,Andrews
Appeals Court Judge,Andrews,NP,Pike,6212,Andrews
Appeals Court Judge,Totals,"2,796,558",Pike,6212,Andrews
Appeals Court Judge,Totals,Total,Pike,0,Andrews
Appeals Court Judge,Andrews,NP,Polk,10768,Andrews
Appeals Court Judge,Totals,"2,796,558",Polk,10768,Andrews
Appeals Court Judge,Totals,Total,Polk,0,Andrews
Appeals Court Judge,Andrews,NP,Pulaski,2565,Andrews
Appeals Court Judge,Totals,"2,796,558",Pulaski,2565,Andrews
Appeals Court Judge,Totals,Total,Pulaski,0,Andrews
Appeals Court Judge,Andrews,NP,Putnam,6582,Andrews
Appeals Court Judge,Totals,"2,796,558",Putnam,6582,Andrews
Appeals Court Judge,Totals,Total,Putnam,0,Andrews
Appeals Court Judge,Andrews,NP,Quitman,653,Andrews
Appeals Court Judge,Totals,"2,796,558",Quitman,653,Andrews
Appeals Court Judge,Totals,Total,Quitman,0,Andrews
Appeals Court Judge,Andrews,NP,Rabun,5152,Andrews
Appeals Court Judge,Totals,"2,796,558",Rabun,5152,Andrews
Appeals Court Judge,Totals,Total,Rabun,0,Andrews
Appeals Court Judge,Andrews,NP,Randolph,2235,Andrews
Appeals Court Judge,Totals,"2,796,558",Randolph,2235,Andrews
Appeals Court Judge,Totals,Total,Randolph,0,Andrews
Appeals Court Judge,Andrews,NP,Richmond,53651,Andrews
Appeals Court Judge,Totals,"2,796,558",Richmond,53651,Andrews
Appeals Court Judge,Totals,Total,Richmond,0,Andrews
Appeals Court Judge,Andrews,NP,Rockdale,26096,Andrews
Appeals Court Judge,Totals,"2,796,558",Rockdale,26096,Andrews
Appeals Court Judge,Totals,Total,Rockdale,0,Andrews
Appeals Court Judge,Andrews,NP,Schley,1192,Andrews
Appeals Court Judge,Totals,"2,796,558",Schley,1192,Andrews
Appeals Court Judge,Totals,Total,Schley,0,Andrews
Appeals Court Judge,Andrews,NP,Screven,4217,Andrews
Appeals Court Judge,Totals,"2,796,558",Screven,4217,Andrews
Appeals Court Judge,Totals,Total,Screven,0,Andrews
Appeals Court Judge,Andrews,NP,Seminole,2763,Andrews
Appeals Court Judge,Totals,"2,796,558",Seminole,2763,Andrews
Appeals Court Judge,Totals,Total,Seminole,0,Andrews
Appeals Court Judge,Andrews,NP,Spalding,18435,Andrews
Appeals Court Judge,Totals,"2,796,558",Spalding,18435,Andrews
Appeals Court Judge,Totals,Total,Spalding,0,Andrews
Appeals Court Judge,Andrews,NP,Stephens,7488,Andrews
Appeals Court Judge,Totals,"2,796,558",Stephens,7488,Andrews
Appeals Court Judge,Totals,Total,Stephens,0,Andrews
Appeals Court Judge,Andrews,NP,Stewart,1140,Andrews
Appeals Court Judge,Totals,"2,796,558",Stewart,1140,Andrews
Appeals Court Judge,Totals,Total,Stewart,0,Andrews
Appeals Court Judge,Andrews,NP,Sumter,8478,Andrews
Appeals Court Judge,Totals,"2,796,558",Sumter,8478,Andrews
Appeals Court Judge,Totals,Total,Sumter,0,Andrews
Appeals Court Judge,Andrews,NP,Talbot,2187,Andrews
Appeals Court Judge,Totals,"2,796,558",Talbot,2187,Andrews
Appeals Court Judge,Totals,Total,Talbot,0,Andrews
Appeals Court Judge,Andrews,NP,Taliaferro,501,Andrews
Appeals Court Judge,Totals,"2,796,558",Taliaferro,501,Andrews
Appeals Court Judge,Totals,Total,Taliaferro,0,Andrews
Appeals Court Judge,Andrews,NP,Tattnall,4374,Andrews
Appeals Court Judge,Totals,"2,796,558",Tattnall,4374,Andrews
Appeals Court Judge,Totals,Total,Tattnall,0,Andrews
Appeals Court Judge,Andrews,NP,Taylor,2460,Andrews
Appeals Court Judge,Totals,"2,796,558",Taylor,2460,Andrews
Appeals Court Judge,Totals,Total,Taylor,0,Andrews
Appeals Court Judge,Andrews,NP,Telfair,2381,Andrews
Appeals Court Judge,Totals,"2,796,558",Telfair,2381,Andrews
Appeals Court Judge,Totals,Total,Telfair,0,Andrews
Appeals Court Judge,Andrews,NP,Terrell,2957,Andrews
Appeals Court Judge,Totals,"2,796,558",Terrell,2957,Andrews
Appeals Court Judge,Totals,Total,Terrell,0,Andrews
Appeals Court Judge,Andrews,NP,Thomas,13181,Andrews
Appeals Court Judge,Totals,"2,796,558",Thomas,13181,Andrews
Appeals Court Judge,Totals,Total,Thomas,0,Andrews
Appeals Court Judge,Andrews,NP,Tift,10230,Andrews
Appeals Court Judge,Totals,"2,796,558",Tift,10230,Andrews
Appeals Court Judge,Totals,Total,Tift,0,Andrews
Appeals Court Judge,Andrews,NP,Toombs,6194,Andrews
Appeals Court Judge,Totals,"2,796,558",Toombs,6194,Andrews
Appeals Court Judge,Totals,Total,Toombs,0,Andrews
Appeals Court Judge,Andrews,NP,Towns,3736,Andrews
Appeals Court Judge,Totals,"2,796,558",Towns,3736,Andrews
Appeals Court Judge,Totals,Total,Towns,0,Andrews
Appeals Court Judge,Andrews,NP,Treutlen,1882,Andrews
Appeals Court Judge,Totals,"2,796,558",Treutlen,1882,Andrews
Appeals Court Judge,Totals,Total,Treutlen,0,Andrews
Appeals Court Judge,Andrews,NP,Troup,19642,Andrews
Appeals Court Judge,Totals,"2,796,558",Troup,19642,Andrews
Appeals Court Judge,Totals,Total,Troup,0,Andrews
Appeals Court Judge,Andrews,NP,Turner,2590,Andrews
Appeals Court Judge,Totals,"2,796,558",Turner,2590,Andrews
Appeals Court Judge,Totals,Total,Turner,0,Andrews
Appeals Court Judge,Andrews,NP,Twiggs,2951,Andrews
Appeals Court Judge,Totals,"2,796,558",Twiggs,2951,Andrews
Appeals Court Judge,Totals,Total,Twiggs,0,Andrews
Appeals Court Judge,Andrews,NP,Union,7516,Andrews
Appeals Court Judge,Totals,"2,796,558",Union,7516,Andrews
Appeals Court Judge,Totals,Total,Union,0,Andrews
Appeals Court Judge,Andrews,NP,Upson,8472,Andrews
Appeals Court Judge,Totals,"2,796,558",Upson,8472,Andrews
Appeals Court Judge,Totals,Total,Upson,0,Andrews
Appeals Court Judge,Andrews,NP,Walker,18111,Andrews
Appeals Court Judge,Totals,"2,796,558",Walker,18111,Andrews
Appeals Court Judge,Totals,Total,Walker,0,Andrews
Appeals Court Judge,Andrews,NP,Walton,27529,Andrews
Appeals Court Judge,Totals,"2,796,558",Walton,27529,Andrews
Appeals Court Judge,Totals,Total,Walton,0,Andrews
Appeals Court Judge,Andrews,NP,Ware,8961,Andrews
Appeals Court Judge,Totals,"2,796,558",Ware,8961,Andrews
Appeals Court Judge,Totals,Total,Ware,0,Andrews
Appeals Court Judge,Andrews,NP,Warren,1669,Andrews
Appeals Court Judge,Totals,"2,796,558",Warren,1669,Andrews
Appeals Court Judge,Totals,Total,Warren,0,Andrews
Appeals Court Judge,Andrews,NP,Washington,6109,Andrews
Appeals Court Judge,Totals,"2,796,558",Washington,6109,Andrews
Appeals Court Judge,Totals,Total,Washington,0,Andrews
Appeals Court Judge,Andrews,NP,Wayne,7736,Andrews
Appeals Court Judge,Totals,"2,796,558",Wayne,7736,Andrews
Appeals Court Judge,Totals,Total,Wayne,0,Andrews
Appeals Court Judge,Andrews,NP,Webster,691,Andrews
Appeals Court Judge,Totals,"2,796,558",Webster,691,Andrews
Appeals Court Judge,Totals,Total,Webster,0,Andrews
Appeals Court Judge,Andrews,NP,Wheeler,1389,Andrews
Appeals Court Judge,Totals,"2,796,558",Wheeler,1389,Andrews
Appeals Court Judge,Totals,Total,Wheeler,0,Andrews
Appeals Court Judge,Andrews,NP,White,8595,Andrews
Appeals Court Judge,Totals,"2,796,558",White,8595,Andrews
Appeals Court Judge,Totals,Total,White,0,Andrews
Appeals Court Judge,Andrews,NP,Whitfield,20593,Andrews
Appeals Court Judge,Totals,"2,796,558",Whitfield,20593,Andrews
Appeals Court Judge,Totals,Total,Whitfield,0,Andrews
Appeals Court Judge,Andrews,NP,Wilcox,2273,Andrews
Appeals Court Judge,Totals,"2,796,558",Wilcox,2273,Andrews
Appeals Court Judge,Totals,Total,Wilcox,0,Andrews
Appeals Court Judge,Andrews,NP,Wilkes,3199,Andrews
Appeals Court Judge,Totals,"2,796,558",Wilkes,3199,Andrews
Appeals Court Judge,Totals,Total,Wilkes,0,Andrews
Appeals Court Judge,Andrews,NP,Wilkinson,2913,Andrews
Appeals Court Judge,Totals,"2,796,558",Wilkinson,2913,Andrews
Appeals Court Judge,Totals,Total,Wilkinson,0,Andrews
Appeals Court Judge,Andrews,NP,Worth,6032,Andrews
Appeals Court Judge,Totals,"2,796,558",Worth,6032,Andrews
Appeals Court Judge,Totals,Total,Worth,0,Andrews
Appeals Court Judge,Mikell,NP,Appling,4651,Mikell
Appeals Court Judge,Totals,"2,787,918",Appling,4651,Mikell
Appeals Court Judge,Totals,Total,Appling,0,Mikell
Appeals Court Judge,Mikell,NP,Atkinson,1579,Mikell
Appeals Court Judge,Totals,"2,787,918",Atkinson,1579,Mikell
Appeals Court Judge,Totals,Total,Atkinson,0,Mikell
Appeals Court Judge,Mikell,NP,Bacon,2436,Mikell
Appeals Court Judge,Totals,"2,787,918",Bacon,2436,Mikell
Appeals Court Judge,Totals,Total,Bacon,0,Mikell
Appeals Court Judge,Mikell,NP,Baker,939,Mikell
Appeals Court Judge,Totals,"2,787,918",Baker,939,Mikell
Appeals Court Judge,Totals,Total,Baker,0,Mikell
Appeals Court Judge,Mikell,NP,Baldwin,11594,Mikell
Appeals Court Judge,Totals,"2,787,918",Baldwin,11594,Mikell
Appeals Court Judge,Totals,Total,Baldwin,0,Mikell
Appeals Court Judge,Mikell,NP,Banks,4761,Mikell
Appeals Court Judge,Totals,"2,787,918",Banks,4761,Mikell
Appeals Court Judge,Totals,Total,Banks,0,Mikell
Appeals Court Judge,Mikell,NP,Barrow,19052,Mikell
Appeals Court Judge,Totals,"2,787,918",Barrow,19052,Mikell
Appeals Court Judge,Totals,Total,Barrow,0,Mikell
Appeals Court Judge,Mikell,NP,Bartow,28169,Mikell
Appeals Court Judge,Totals,"2,787,918",Bartow,28169,Mikell
Appeals Court Judge,Totals,Total,Bartow,0,Mikell
Appeals Court Judge,Mikell,NP,Ben hill,4317,Mikell
Appeals Court Judge,Totals,"2,787,918",Ben hill,4317,Mikell
Appeals Court Judge,Totals,Total,Ben hill,0,Mikell
Appeals Court Judge,Mikell,NP,Berrien,4922,Mikell
Appeals Court Judge,Totals,"2,787,918",Berrien,4922,Mikell
Appeals Court Judge,Totals,Total,Berrien,0,Mikell
Appeals Court Judge,Mikell,NP,Bibb,45607,Mikell
Appeals Court Judge,Totals,"2,787,918",Bibb,45607,Mikell
Appeals Court Judge,Totals,Total,Bibb,0,Mikell
Appeals Court Judge,Mikell,NP,Bleckley,3288,Mikell
Appeals Court Judge,Totals,"2,787,918",Bleckley,3288,Mikell
Appeals Court Judge,Totals,Total,Bleckley,0,Mikell
Appeals Court Judge,Mikell,NP,Brantley,4179,Mikell
Appeals Court Judge,Totals,"2,787,918",Brantley,4179,Mikell
Appeals Court Judge,Totals,Total,Brantley,0,Mikell
Appeals Court Judge,Mikell,NP,Brooks,4066,Mikell
Appeals Court Judge,Totals,"2,787,918",Brooks,4066,Mikell
Appeals Court Judge,Totals,Total,Brooks,0,Mikell
Appeals Court Judge,Mikell,NP,Bryan,9455,Mikell
Appeals Court Judge,Totals,"2,787,918",Bryan,9455,Mikell
Appeals Court Judge,Totals,Total,Bryan,0,Mikell
Appeals Court Judge,Mikell,NP,Bulloch,18002,Mikell
Appeals Court Judge,Totals,"2,787,918",Bulloch,18002,Mikell
Appeals Court Judge,Totals,Total,Bulloch,0,Mikell
Appeals Court Judge,Mikell,NP,Burke,6088,Mikell
Appeals Court Judge,Totals,"2,787,918",Burke,6088,Mikell
Appeals Court Judge,Totals,Total,Burke,0,Mikell
Appeals Court Judge,Mikell,NP,Butts,6762,Mikell
Appeals Court Judge,Totals,"2,787,918",Butts,6762,Mikell
Appeals Court Judge,Totals,Total,Butts,0,Mikell
Appeals Court Judge,Mikell,NP,Calhoun,1497,Mikell
Appeals Court Judge,Totals,"2,787,918",Calhoun,1497,Mikell
Appeals Court Judge,Totals,Total,Calhoun,0,Mikell
Appeals Court Judge,Mikell,NP,Camden,12039,Mikell
Appeals Court Judge,Totals,"2,787,918",Camden,12039,Mikell
Appeals Court Judge,Totals,Total,Camden,0,Mikell
Appeals Court Judge,Mikell,NP,Candler,2472,Mikell
Appeals Court Judge,Totals,"2,787,918",Candler,2472,Mikell
Appeals Court Judge,Totals,Total,Candler,0,Mikell
Appeals Court Judge,Mikell,NP,Carroll,32446,Mikell
Appeals Court Judge,Totals,"2,787,918",Carroll,32446,Mikell
Appeals Court Judge,Totals,Total,Carroll,0,Mikell
Appeals Court Judge,Mikell,NP,Catoosa,18170,Mikell
Appeals Court Judge,Totals,"2,787,918",Catoosa,18170,Mikell
Appeals Court Judge,Totals,Total,Catoosa,0,Mikell
Appeals Court Judge,Mikell,NP,Charlton,2388,Mikell
Appeals Court Judge,Totals,"2,787,918",Charlton,2388,Mikell
Appeals Court Judge,Totals,Total,Charlton,0,Mikell
Appeals Court Judge,Mikell,NP,Chatham,78743,Mikell
Appeals Court Judge,Totals,"2,787,918",Chatham,78743,Mikell
Appeals Court Judge,Totals,Total,Chatham,0,Mikell
Appeals Court Judge,Mikell,NP,Chattahoochee,1050,Mikell
Appeals Court Judge,Totals,"2,787,918",Chattahoochee,1050,Mikell
Appeals Court Judge,Totals,Total,Chattahoochee,0,Mikell
Appeals Court Judge,Mikell,NP,Chattooga,6412,Mikell
Appeals Court Judge,Totals,"2,787,918",Chattooga,6412,Mikell
Appeals Court Judge,Totals,Total,Chattooga,0,Mikell
Appeals Court Judge,Mikell,NP,Cherokee,72070,Mikell
Appeals Court Judge,Totals,"2,787,918",Cherokee,72070,Mikell
Appeals Court Judge,Totals,Total,Cherokee,0,Mikell
Appeals Court Judge,Mikell,NP,Clarke,31657,Mikell
Appeals Court Judge,Totals,"2,787,918",Clarke,31657,Mikell
Appeals Court Judge,Totals,Total,Clarke,0,Mikell
Appeals Court Judge,Mikell,NP,Clay,878,Mikell
Appeals Court Judge,Totals,"2,787,918",Clay,878,Mikell
Appeals Court Judge,Totals,Total,Clay,0,Mikell
Appeals Court Judge,Mikell,NP,Clayton,71281,Mikell
Appeals Court Judge,Totals,"2,787,918",Clayton,71281,Mikell
Appeals Court Judge,Totals,Total,Clayton,0,Mikell
Appeals Court Judge,Mikell,NP,Clinch,1686,Mikell
Appeals Court Judge,Totals,"2,787,918",Clinch,1686,Mikell
Appeals Court Judge,Totals,Total,Clinch,0,Mikell
Appeals Court Judge,Mikell,NP,Cobb,222676,Mikell
Appeals Court Judge,Totals,"2,787,918",Cobb,222676,Mikell
Appeals Court Judge,Totals,Total,Cobb,0,Mikell
Appeals Court Judge,Mikell,NP,Coffee,8384,Mikell
Appeals Court Judge,Totals,"2,787,918",Coffee,8384,Mikell
Appeals Court Judge,Totals,Total,Coffee,0,Mikell
Appeals Court Judge,Mikell,NP,Colquitt,9671,Mikell
Appeals Court Judge,Totals,"2,787,918",Colquitt,9671,Mikell
Appeals Court Judge,Totals,Total,Colquitt,0,Mikell
Appeals Court Judge,Mikell,NP,Columbia,43656,Mikell
Appeals Court Judge,Totals,"2,787,918",Columbia,43656,Mikell
Appeals Court Judge,Totals,Total,Columbia,0,Mikell
Appeals Court Judge,Mikell,NP,Cook,4395,Mikell
Appeals Court Judge,Totals,"2,787,918",Cook,4395,Mikell
Appeals Court Judge,Totals,Total,Cook,0,Mikell
Appeals Court Judge,Mikell,NP,Coweta,40944,Mikell
Appeals Court Judge,Totals,"2,787,918",Coweta,40944,Mikell
Appeals Court Judge,Totals,Total,Coweta,0,Mikell
Appeals Court Judge,Mikell,NP,Crawford,3752,Mikell
Appeals Court Judge,Totals,"2,787,918",Crawford,3752,Mikell
