county,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
Evans,President,,DEM,MICHAEL STEINBERG,5,3,0,2,0
Fannin,President,,DEM,MICHAEL STEINBERG,5,5,0,0,0
Fayette,President,,DEM,MICHAEL STEINBERG,15,11,0,4,0
Floyd,President,,DEM,MICHAEL STEINBERG,25,20,3,1,1
Forsyth,President,,DEM,MICHAEL STEINBERG,12,10,1,1,0
Franklin,President,,DEM,MICHAEL STEINBERG,2,2,0,0,0
Fulton,President,,DEM,MICHAEL STEINBERG,94,77,1,13,3
Gilmer,President,,DEM,MICHAEL STEINBERG,9,6,1,2,0
Glascock,President,,DEM,MICHAEL STEINBERG,2,2,0,0,0
Glynn,President,,DEM,MICHAEL STEINBERG,12,11,0,1,0
Gordon,President,,DEM,MICHAEL STEINBERG,10,9,0,1,0
Grady,President,,DEM,MICHAEL STEINBERG,8,8,0,0,0
Greene,President,,DEM,MICHAEL STEINBERG,4,3,1,0,0
Gwinnett,President,,DEM,MICHAEL STEINBERG,83,74,0,9,0
Habersham,President,,DEM,MICHAEL STEINBERG,4,2,0,2,0
Hall,President,,DEM,MICHAEL STEINBERG,26,22,0,4,0
Hancock,President,,DEM,MICHAEL STEINBERG,7,6,1,0,0
Haralson,President,,DEM,MICHAEL STEINBERG,17,16,0,1,0
Harris,President,,DEM,MICHAEL STEINBERG,2,2,0,0,0
Hart,President,,DEM,MICHAEL STEINBERG,5,0,0,5,0
Heard,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0
Henry,President,,DEM,MICHAEL STEINBERG,35,28,1,6,0
Houston,President,,DEM,MICHAEL STEINBERG,20,15,1,4,0
Irwin,President,,DEM,MICHAEL STEINBERG,5,4,0,1,0
Jackson,President,,DEM,MICHAEL STEINBERG,9,6,1,2,0
Jasper,President,,DEM,MICHAEL STEINBERG,6,4,1,1,0
Jeff Davis,President,,DEM,MICHAEL STEINBERG,7,5,0,2,0
Jefferson,President,,DEM,MICHAEL STEINBERG,3,2,0,0,1
Jenkins,President,,DEM,MICHAEL STEINBERG,3,2,0,1,0
Johnson,President,,DEM,MICHAEL STEINBERG,3,3,0,0,0
Jones,President,,DEM,MICHAEL STEINBERG,10,7,3,0,0
Lamar,President,,DEM,MICHAEL STEINBERG,3,3,0,0,0
Lanier,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0
Laurens,President,,DEM,MICHAEL STEINBERG,22,18,3,1,0
Lee,President,,DEM,MICHAEL STEINBERG,4,1,0,3,0
Liberty,President,,DEM,MICHAEL STEINBERG,15,9,0,6,0
Lincoln,President,,DEM,MICHAEL STEINBERG,5,3,0,2,0
Long,President,,DEM,MICHAEL STEINBERG,5,4,0,1,0
Lowndes,President,,DEM,MICHAEL STEINBERG,25,14,3,7,1
Lumpkin,President,,DEM,MICHAEL STEINBERG,9,7,0,2,0
Macon,President,,DEM,MICHAEL STEINBERG,2,2,0,0,0
Madison,President,,DEM,MICHAEL STEINBERG,12,10,0,2,0
Marion,President,,DEM,MICHAEL STEINBERG,5,3,1,1,0
McDuffie,President,,DEM,MICHAEL STEINBERG,6,5,1,0,0
McIntosh,President,,DEM,MICHAEL STEINBERG,6,4,0,2,0
Meriwether,President,,DEM,MICHAEL STEINBERG,8,8,0,0,0
Miller,President,,DEM,MICHAEL STEINBERG,3,2,0,1,0
Mitchell,President,,DEM,MICHAEL STEINBERG,11,10,0,1,0
Monroe,President,,DEM,MICHAEL STEINBERG,4,3,0,1,0
Montgomery,President,,DEM,MICHAEL STEINBERG,6,6,0,0,0
Morgan,President,,DEM,MICHAEL STEINBERG,2,0,2,0,0
Murray,President,,DEM,MICHAEL STEINBERG,11,11,0,0,0
Muscogee,President,,DEM,MICHAEL STEINBERG,28,23,1,3,1
Newton,President,,DEM,MICHAEL STEINBERG,22,17,0,5,0
Oconee,President,,DEM,MICHAEL STEINBERG,5,2,0,3,0
Oglethorpe,President,,DEM,MICHAEL STEINBERG,5,4,1,0,0
Paulding,President,,DEM,MICHAEL STEINBERG,22,16,1,5,0
Peach,President,,DEM,MICHAEL STEINBERG,6,6,0,0,0
Pickens,President,,DEM,MICHAEL STEINBERG,5,4,0,1,0
Pierce,President,,DEM,MICHAEL STEINBERG,3,3,0,0,0
Pike,President,,DEM,MICHAEL STEINBERG,1,1,0,0,0
Polk,President,,DEM,MICHAEL STEINBERG,17,11,2,4,0
Pulaski,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0
Putnam,President,,DEM,MICHAEL STEINBERG,4,3,0,1,0
Quitman,President,,DEM,MICHAEL STEINBERG,3,1,2,0,0
Rabun,President,,DEM,MICHAEL STEINBERG,4,2,2,0,0
Randolph,President,,DEM,MICHAEL STEINBERG,5,4,0,1,0
Richmond,President,,DEM,MICHAEL STEINBERG,28,22,0,6,0
Rockdale,President,,DEM,MICHAEL STEINBERG,11,9,0,2,0
Schley,President,,DEM,MICHAEL STEINBERG,1,0,0,1,0
Screven,President,,DEM,MICHAEL STEINBERG,4,4,0,0,0
Seminole,President,,DEM,MICHAEL STEINBERG,1,1,0,0,0
Spalding,President,,DEM,MICHAEL STEINBERG,13,10,0,3,0
Stephens,President,,DEM,MICHAEL STEINBERG,4,0,1,3,0
Stewart,President,,DEM,MICHAEL STEINBERG,4,4,0,0,0
Sumter,President,,DEM,MICHAEL STEINBERG,6,4,0,2,0
Talbot,President,,DEM,MICHAEL STEINBERG,9,8,0,1,0
Taliaferro,President,,DEM,MICHAEL STEINBERG,1,1,0,0,0
Tattnall,President,,DEM,MICHAEL STEINBERG,4,2,1,1,0
Taylor,President,,DEM,MICHAEL STEINBERG,1,1,0,0,0
Telfair,President,,DEM,MICHAEL STEINBERG,5,4,0,1,0
Terrell,President,,DEM,MICHAEL STEINBERG,2,2,0,0,0
Thomas,President,,DEM,MICHAEL STEINBERG,9,6,0,3,0
Tift,President,,DEM,MICHAEL STEINBERG,11,8,1,2,0
Toombs,President,,DEM,MICHAEL STEINBERG,5,5,0,0,0
Towns,President,,DEM,MICHAEL STEINBERG,5,5,0,0,0
Treutlen,President,,DEM,MICHAEL STEINBERG,4,2,1,1,0
Troup,President,,DEM,MICHAEL STEINBERG,25,23,1,1,0
Turner,President,,DEM,MICHAEL STEINBERG,3,3,0,0,0
Twiggs,President,,DEM,MICHAEL STEINBERG,5,5,0,0,0
Union,President,,DEM,MICHAEL STEINBERG,10,9,0,1,0
Upson,President,,DEM,MICHAEL STEINBERG,7,5,0,2,0
Walker,President,,DEM,MICHAEL STEINBERG,17,11,1,5,0
Walton,President,,DEM,MICHAEL STEINBERG,14,13,0,1,0
Ware,President,,DEM,MICHAEL STEINBERG,13,11,0,2,0
Warren,President,,DEM,MICHAEL STEINBERG,3,2,0,1,0
Washington,President,,DEM,MICHAEL STEINBERG,12,8,0,4,0
Wayne,President,,DEM,MICHAEL STEINBERG,13,12,1,0,0
Webster,President,,DEM,MICHAEL STEINBERG,2,0,0,2,0
Wheeler,President,,DEM,MICHAEL STEINBERG,3,3,0,0,0
White,President,,DEM,MICHAEL STEINBERG,5,4,1,0,0
Whitfield,President,,DEM,MICHAEL STEINBERG,19,14,2,3,0
Wilcox,President,,DEM,MICHAEL STEINBERG,3,2,0,1,0
Wilkes,President,,DEM,MICHAEL STEINBERG,8,7,0,1,0
Wilkinson,President,,DEM,MICHAEL STEINBERG,6,5,0,1,0
Worth,President,,DEM,MICHAEL STEINBERG,5,4,0,1,0
